
Order ID,Order Value,Delivery Fee,Cuisine,Meal Type,City,Time Taken for Delivery
ORD108350,1021.53,30,Chinese,Dinner,Hyderabad,52
ORD108351,201.74,45,Mexican,Dinner,Hyderabad,36
ORD108352,1045.06,30,Italian,Dinner,Mumbai,42
ORD108353,725.82,20,Italian,Lunch,Mumbai,64
ORD108354,357.18,45,Fast Food,Breakfast,Chennai,55
ORD108355,483.12,60,Italian,Breakfast,Mumbai,31
ORD108356,446.03,20,Indian,Dinner,Delhi,55
ORD108357,707.4,20,Chinese,Dinner,Chennai,28
ORD108358,204.27,20,Indian,Lunch,Chennai,45
ORD108359,316.46,20,Chinese,Breakfast,Chennai,62
ORD108360,1003.33,0,Mexican,Dinner,Bangalore,25
ORD108361,289.23,20,Fast Food,Dinner,Chennai,59
ORD108362,395.07,45,Chinese,Breakfast,Bangalore,18
ORD108363,626.04,30,Continental,Lunch,Delhi,44
ORD108364,692.98,45,Mexican,Evening Snack,Hyderabad,41
ORD108365,951.79,30,Italian,Breakfast,Bangalore,61
ORD108366,619.7,20,Fast Food,Lunch,Hyderabad,47
ORD108367,979.36,0,Italian,Dinner,Mumbai,43
ORD108368,799.26,30,Mexican,Breakfast,Chennai,52
ORD108369,268.75,60,Indian,Breakfast,Mumbai,34
ORD108370,314.15,45,Italian,Lunch,Bangalore,47
ORD108371,608.89,30,Chinese,Dinner,Chennai,21
ORD108372,566.73,30,Italian,Lunch,Bangalore,29
ORD108373,930.72,30,Italian,Lunch,Chennai,16
ORD108374,759.77,0,Chinese,Dinner,Mumbai,22
ORD108375,557.54,20,Italian,Lunch,Chennai,26
ORD108376,329.3,30,Chinese,Evening Snack,Delhi,17
ORD108377,388.18,20,Italian,Breakfast,Chennai,19
ORD108378,754.28,30,Continental,Evening Snack,Mumbai,17
ORD108379,594.61,20,Chinese,Lunch,Mumbai,34
ORD108380,690.67,0,Fast Food,Dinner,Mumbai,22
ORD108381,329.21,30,Fast Food,Evening Snack,Bangalore,37
ORD108382,846.05,30,Fast Food,Lunch,Hyderabad,26
ORD108383,1045.17,20,Fast Food,Lunch,Hyderabad,53
ORD108384,420.84,60,Italian,Breakfast,Chennai,20
ORD108385,666.09,20,Indian,Evening Snack,Delhi,21
ORD108386,1174.3,30,Continental,Lunch,Mumbai,30
ORD108387,499.9,60,Fast Food,Dinner,Mumbai,20
ORD108388,774.8,0,Fast Food,Dinner,Delhi,49
ORD108389,244.71,45,Continental,Lunch,Bangalore,43
ORD108390,786.32,30,Indian,Lunch,Bangalore,20
ORD108391,244.11,0,Fast Food,Lunch,Hyderabad,42
ORD108392,1157.2,30,Continental,Lunch,Bangalore,32
ORD108393,901.45,45,Chinese,Dinner,Hyderabad,35
ORD108394,977.57,30,Continental,Dinner,Hyderabad,46
ORD108395,889.31,30,Mexican,Lunch,Hyderabad,32
ORD108396,769.22,0,Italian,Dinner,Hyderabad,47
ORD108397,622.41,0,Continental,Evening Snack,Bangalore,20
ORD108398,1051.29,30,Italian,Dinner,Mumbai,53
ORD108399,1154.68,30,Fast Food,Evening Snack,Hyderabad,40
ORD108400,673.99,60,Italian,Breakfast,Hyderabad,40
ORD108401,1128.11,20,Chinese,Lunch,Hyderabad,60
ORD108402,762.5,20,Chinese,Evening Snack,Chennai,63
ORD108403,715.3,0,Continental,Dinner,Bangalore,30
ORD108404,627.21,0,Mexican,Dinner,Bangalore,45
ORD108405,369.75,0,Mexican,Breakfast,Chennai,35
ORD108406,153.91,30,Chinese,Dinner,Bangalore,20
ORD108407,403.58,0,Fast Food,Lunch,Chennai,20
ORD108408,685.21,45,Chinese,Evening Snack,Hyderabad,21
ORD108409,548.96,30,Indian,Lunch,Mumbai,35
ORD108410,620.91,45,Fast Food,Breakfast,Bangalore,26
ORD108411,1179.68,20,Italian,Lunch,Hyderabad,28
ORD108412,517.79,30,Italian,Lunch,Mumbai,39
ORD108413,624.79,30,Italian,Lunch,Bangalore,53
ORD108414,290.19,60,Fast Food,Dinner,Chennai,29
ORD108415,200.36,30,Fast Food,Evening Snack,Mumbai,64
ORD108416,964.18,30,Indian,Dinner,Bangalore,34
ORD108417,749.22,30,Italian,Dinner,Hyderabad,39
ORD108418,948.74,20,Mexican,Breakfast,Mumbai,47
ORD108419,307.36,30,Fast Food,Lunch,Chennai,51
ORD108420,750.42,60,Italian,Evening Snack,Bangalore,39
ORD108421,416.32,0,Fast Food,Dinner,Mumbai,41
ORD108422,389.46,30,Fast Food,Evening Snack,Bangalore,51
ORD108423,162.1,30,Chinese,Dinner,Mumbai,24
ORD108424,286.86,45,Fast Food,Dinner,Chennai,39
ORD108425,474.73,0,Indian,Breakfast,Hyderabad,60
ORD108426,272.72,0,Continental,Breakfast,Hyderabad,38
ORD108427,1185.15,0,Chinese,Dinner,Hyderabad,56
ORD108428,474.06,0,Indian,Evening Snack,Mumbai,63
ORD108429,286.84,30,Italian,Lunch,Chennai,40
ORD108430,359.04,0,Fast Food,Lunch,Mumbai,43
ORD108431,767.09,30,Fast Food,Lunch,Chennai,64
ORD108432,217.25,45,Italian,Evening Snack,Hyderabad,15
ORD108433,1055.56,0,Mexican,Dinner,Mumbai,49
ORD108434,1159.57,0,Italian,Dinner,Bangalore,35
ORD108435,409.08,60,Italian,Lunch,Mumbai,61
ORD108436,622.6,30,Italian,Dinner,Chennai,54
ORD108437,173.24,0,Italian,Lunch,Delhi,18
ORD108438,822.75,20,Mexican,Lunch,Bangalore,22
ORD108439,584.62,60,Fast Food,Dinner,Delhi,55
ORD108440,433.56,20,Fast Food,Breakfast,Mumbai,32
ORD108441,367.18,30,Mexican,Dinner,Chennai,35
ORD108442,836.72,20,Italian,Breakfast,Hyderabad,52
ORD108443,587.03,20,Mexican,Lunch,Bangalore,62
ORD108444,338.64,45,Mexican,Lunch,Bangalore,18
ORD108445,873.56,0,Fast Food,Evening Snack,Delhi,41
ORD108446,743.33,20,Chinese,Lunch,Delhi,51
ORD108447,1051.61,20,Continental,Lunch,Delhi,64
ORD108448,273.35,30,Continental,Evening Snack,Chennai,27
ORD108449,974.95,0,Continental,Dinner,Hyderabad,56
ORD108450,857.19,20,Mexican,Breakfast,Hyderabad,37
ORD108451,270.76,20,Continental,Dinner,Mumbai,54
ORD108452,879.56,0,Fast Food,Lunch,Chennai,59
ORD108453,613.62,20,Chinese,Lunch,Delhi,41
ORD108454,1142.23,60,Continental,Lunch,Hyderabad,49
ORD108455,298.69,20,Italian,Dinner,Chennai,64
ORD108456,824.98,30,Mexican,Evening Snack,Hyderabad,17
ORD108457,551.08,20,Italian,Dinner,Chennai,21
ORD108458,1154.66,0,Indian,Dinner,Chennai,59
ORD108459,496.47,20,Mexican,Evening Snack,Hyderabad,37
ORD108460,1160.3,20,Italian,Lunch,Delhi,30
ORD108461,1096.56,20,Indian,Lunch,Hyderabad,54
ORD108462,433.9,30,Chinese,Evening Snack,Chennai,29
ORD108463,993.72,60,Fast Food,Dinner,Chennai,35
ORD108464,1195.38,0,Italian,Dinner,Chennai,37
ORD108465,415.3,30,Continental,Dinner,Bangalore,31
ORD108466,608.62,0,Chinese,Dinner,Bangalore,41
ORD108467,696.19,0,Chinese,Dinner,Bangalore,15
ORD108468,459.68,0,Indian,Breakfast,Delhi,21
ORD108469,166.03,20,Italian,Lunch,Mumbai,25
ORD108470,381.14,0,Continental,Breakfast,Chennai,61
ORD108471,446.03,30,Mexican,Breakfast,Mumbai,19
ORD108472,615.78,0,Mexican,Breakfast,Bangalore,25
ORD108473,329.66,20,Italian,Lunch,Delhi,32
ORD108474,1066.92,30,Italian,Lunch,Delhi,62
ORD108475,890.16,20,Fast Food,Lunch,Bangalore,50
ORD108476,239.46,30,Fast Food,Lunch,Chennai,53
ORD108477,832.6,20,Indian,Lunch,Delhi,43
ORD108478,836.34,20,Mexican,Breakfast,Chennai,50
ORD108479,1154.03,45,Continental,Dinner,Chennai,24
ORD108480,153.17,20,Continental,Dinner,Bangalore,52
ORD108481,410.33,45,Continental,Dinner,Bangalore,22
ORD108482,1124.18,20,Indian,Dinner,Bangalore,60
ORD108483,1128.74,20,Continental,Breakfast,Bangalore,61
ORD108484,906.62,0,Continental,Evening Snack,Delhi,15
ORD108485,954.05,20,Mexican,Lunch,Bangalore,28
ORD108486,246.06,20,Fast Food,Lunch,Bangalore,48
ORD108487,689.57,0,Fast Food,Dinner,Mumbai,56
ORD108488,393.16,20,Continental,Lunch,Mumbai,38
ORD108489,340.28,0,Italian,Dinner,Bangalore,60
ORD108490,1000.82,45,Italian,Dinner,Chennai,39
ORD108491,291.79,20,Chinese,Lunch,Bangalore,31
ORD108492,642.08,30,Indian,Lunch,Mumbai,57
ORD108493,1135.51,45,Mexican,Lunch,Hyderabad,20
ORD108494,345.12,0,Chinese,Breakfast,Bangalore,51
ORD108495,1176.89,20,Chinese,Breakfast,Hyderabad,63
ORD108496,1194.0,0,Indian,Lunch,Hyderabad,45
ORD108497,733.4,0,Fast Food,Dinner,Delhi,17
ORD108498,328.65,0,Indian,Dinner,Mumbai,21
ORD108499,481.91,20,Chinese,Dinner,Mumbai,53
ORD108500,595.72,20,Continental,Evening Snack,Mumbai,35
ORD108501,474.79,0,Italian,Breakfast,Delhi,35
ORD108502,444.67,20,Chinese,Breakfast,Delhi,57
ORD108503,1170.84,20,Fast Food,Evening Snack,Hyderabad,54
ORD108504,311.03,20,Indian,Dinner,Delhi,61
ORD108505,919.99,30,Chinese,Breakfast,Hyderabad,28
ORD108506,150.43,30,Italian,Lunch,Hyderabad,35
ORD108507,775.99,20,Fast Food,Evening Snack,Delhi,59
ORD108508,1111.74,30,Mexican,Lunch,Hyderabad,64
ORD108509,452.33,20,Italian,Breakfast,Hyderabad,56
ORD108510,344.8,30,Mexican,Dinner,Chennai,56
ORD108511,834.26,0,Indian,Lunch,Delhi,51
ORD108512,898.23,20,Mexican,Breakfast,Delhi,26
ORD108513,872.43,30,Continental,Dinner,Mumbai,20
ORD108514,485.28,60,Chinese,Breakfast,Bangalore,33
ORD108515,414.81,30,Chinese,Dinner,Bangalore,32
ORD108516,1153.71,0,Continental,Dinner,Delhi,34
ORD108517,1119.46,0,Fast Food,Lunch,Mumbai,38
ORD108518,630.18,20,Italian,Lunch,Hyderabad,54
ORD108519,1038.5,30,Indian,Lunch,Bangalore,41
ORD108520,624.94,0,Continental,Lunch,Chennai,38
ORD108521,595.61,30,Chinese,Lunch,Mumbai,17
ORD108522,314.6,30,Mexican,Breakfast,Delhi,46
ORD108523,597.73,30,Italian,Lunch,Hyderabad,37
ORD108524,714.29,30,Italian,Lunch,Hyderabad,25
ORD108525,173.63,30,Continental,Lunch,Chennai,16
ORD108526,616.32,20,Chinese,Breakfast,Bangalore,57
ORD108527,970.42,30,Chinese,Dinner,Hyderabad,58
ORD108528,864.05,45,Indian,Dinner,Bangalore,22
ORD108529,816.91,45,Indian,Dinner,Bangalore,20
ORD108530,1105.03,0,Continental,Breakfast,Bangalore,41
ORD108531,168.93,30,Fast Food,Lunch,Chennai,62
ORD108532,734.9,60,Continental,Dinner,Hyderabad,54
ORD108533,976.72,30,Chinese,Breakfast,Mumbai,48
ORD108534,718.4,0,Fast Food,Breakfast,Mumbai,29
ORD108535,490.09,45,Continental,Lunch,Hyderabad,16
ORD108536,293.06,20,Italian,Lunch,Mumbai,43
ORD108537,1081.94,0,Mexican,Breakfast,Delhi,25
ORD108538,644.3,20,Chinese,Lunch,Mumbai,48
ORD108539,1072.02,0,Italian,Dinner,Bangalore,56
ORD108540,765.14,0,Mexican,Dinner,Bangalore,59
ORD108541,857.9,20,Chinese,Dinner,Bangalore,49
ORD108542,994.47,30,Chinese,Lunch,Mumbai,64
ORD108543,842.11,60,Chinese,Lunch,Bangalore,33
ORD108544,567.96,30,Italian,Dinner,Bangalore,22
ORD108545,689.32,45,Chinese,Dinner,Chennai,48
ORD108546,993.2,20,Continental,Lunch,Chennai,45
ORD108547,542.33,20,Continental,Evening Snack,Hyderabad,31
ORD108548,557.53,30,Fast Food,Dinner,Delhi,61
ORD108549,250.47,30,Italian,Dinner,Mumbai,50
ORD108550,1110.31,30,Italian,Breakfast,Bangalore,58
ORD108551,245.59,20,Chinese,Evening Snack,Bangalore,64
ORD108552,830.62,20,Continental,Dinner,Hyderabad,15
ORD108553,583.85,20,Chinese,Lunch,Chennai,30
ORD108554,575.9,0,Fast Food,Breakfast,Mumbai,64
ORD108555,863.53,45,Fast Food,Breakfast,Bangalore,18
ORD108556,220.45,30,Mexican,Breakfast,Delhi,41
ORD108557,773.39,30,Chinese,Breakfast,Bangalore,56
ORD108558,960.63,0,Fast Food,Lunch,Hyderabad,17
ORD108559,1019.62,30,Fast Food,Dinner,Chennai,57
ORD108560,329.06,60,Continental,Breakfast,Delhi,25
ORD108561,1092.29,20,Italian,Lunch,Hyderabad,27
ORD108562,838.95,20,Mexican,Lunch,Hyderabad,47
ORD108563,1075.95,20,Fast Food,Lunch,Delhi,35
ORD108564,659.54,20,Continental,Breakfast,Hyderabad,30
ORD108565,719.14,30,Italian,Breakfast,Hyderabad,46
ORD108566,1114.99,20,Indian,Dinner,Chennai,44
ORD108567,1094.91,30,Mexican,Breakfast,Mumbai,49
ORD108568,620.57,20,Fast Food,Dinner,Mumbai,61
ORD108569,438.13,0,Chinese,Dinner,Mumbai,22
ORD108570,562.83,60,Italian,Evening Snack,Delhi,16
ORD108571,557.15,20,Chinese,Dinner,Delhi,59
ORD108572,451.21,30,Chinese,Lunch,Chennai,21
ORD108573,432.01,0,Italian,Evening Snack,Chennai,23
ORD108574,1054.12,60,Indian,Lunch,Mumbai,29
ORD108575,223.36,60,Mexican,Lunch,Chennai,62
ORD108576,861.49,20,Indian,Dinner,Hyderabad,25
ORD108577,331.46,0,Continental,Evening Snack,Delhi,34
ORD108578,511.73,30,Indian,Lunch,Chennai,45
ORD108579,214.62,20,Fast Food,Dinner,Mumbai,17
ORD108580,433.47,30,Indian,Lunch,Bangalore,59
ORD108581,956.84,60,Indian,Lunch,Hyderabad,54
ORD108582,1079.27,30,Chinese,Lunch,Hyderabad,41
ORD108583,382.6,45,Chinese,Lunch,Mumbai,38
ORD108584,636.73,20,Italian,Lunch,Delhi,18
ORD108585,643.84,60,Chinese,Lunch,Bangalore,18
ORD108586,1067.25,20,Italian,Breakfast,Chennai,59
ORD108587,950.94,20,Indian,Evening Snack,Hyderabad,31
ORD108588,688.73,45,Fast Food,Lunch,Delhi,20
ORD108589,854.28,30,Chinese,Dinner,Chennai,39
ORD108590,1039.72,30,Chinese,Dinner,Delhi,35
ORD108591,160.02,45,Continental,Lunch,Hyderabad,28
ORD108592,573.03,30,Mexican,Lunch,Hyderabad,37
ORD108593,1102.61,0,Mexican,Dinner,Hyderabad,62
ORD108594,927.33,30,Indian,Breakfast,Chennai,56
ORD108595,719.98,0,Indian,Dinner,Chennai,23
ORD108596,706.13,20,Mexican,Lunch,Mumbai,54
ORD108597,515.16,30,Italian,Lunch,Delhi,49
ORD108598,696.55,60,Italian,Dinner,Mumbai,24
ORD108599,838.15,30,Mexican,Evening Snack,Delhi,51
ORD108600,589.28,20,Continental,Breakfast,Delhi,23
ORD108601,899.86,45,Chinese,Dinner,Bangalore,26
ORD108602,1054.29,60,Continental,Dinner,Chennai,34
ORD108603,312.42,20,Continental,Dinner,Delhi,53
ORD108604,624.12,0,Continental,Dinner,Mumbai,23
ORD108605,578.42,0,Chinese,Breakfast,Mumbai,53
ORD108606,871.84,20,Italian,Breakfast,Chennai,61
ORD108607,412.36,0,Italian,Breakfast,Mumbai,27
ORD108608,822.26,20,Italian,Lunch,Bangalore,34
ORD108609,1071.36,30,Fast Food,Lunch,Hyderabad,39
ORD108610,589.04,30,Continental,Lunch,Bangalore,43
ORD108611,1106.57,60,Indian,Dinner,Chennai,15
ORD108612,1192.82,20,Continental,Lunch,Hyderabad,58
ORD108613,261.4,0,Indian,Lunch,Hyderabad,18
ORD108614,394.71,20,Chinese,Dinner,Hyderabad,22
ORD108615,1147.9,60,Mexican,Lunch,Chennai,42
ORD108616,1156.24,0,Continental,Dinner,Delhi,46
ORD108617,252.59,20,Italian,Dinner,Hyderabad,62
ORD108618,165.75,30,Indian,Dinner,Hyderabad,53
ORD108619,319.16,20,Italian,Dinner,Delhi,37
ORD108620,1195.81,30,Continental,Breakfast,Bangalore,24
ORD108621,339.0,20,Chinese,Breakfast,Mumbai,42
ORD108622,677.67,30,Chinese,Lunch,Chennai,60
ORD108623,1040.84,30,Indian,Lunch,Mumbai,55
ORD108624,171.42,0,Italian,Dinner,Hyderabad,44
ORD108625,784.71,20,Mexican,Dinner,Bangalore,32
ORD108626,440.88,20,Fast Food,Dinner,Hyderabad,64
ORD108627,1055.45,45,Indian,Dinner,Chennai,37
ORD108628,447.63,30,Chinese,Lunch,Chennai,16
ORD108629,871.09,30,Indian,Evening Snack,Bangalore,37
ORD108630,857.93,20,Chinese,Dinner,Hyderabad,30
ORD108631,382.57,30,Fast Food,Dinner,Delhi,61
ORD108632,186.54,0,Continental,Dinner,Mumbai,44
ORD108633,579.71,0,Continental,Breakfast,Delhi,20
ORD108634,453.65,20,Continental,Dinner,Chennai,36
ORD108635,999.43,30,Fast Food,Lunch,Delhi,34
ORD108636,990.38,30,Chinese,Evening Snack,Hyderabad,40
ORD108637,629.88,20,Continental,Dinner,Chennai,37
ORD108638,786.84,45,Continental,Lunch,Delhi,37
ORD108639,784.47,20,Mexican,Lunch,Mumbai,18
ORD108640,1018.52,30,Mexican,Lunch,Delhi,52
ORD108641,596.25,60,Italian,Lunch,Delhi,49
ORD108642,439.22,30,Indian,Dinner,Bangalore,47
ORD108643,428.29,30,Mexican,Lunch,Chennai,19
ORD108644,713.0,20,Indian,Dinner,Delhi,27
ORD108645,621.61,0,Indian,Breakfast,Mumbai,36
ORD108646,612.13,45,Indian,Lunch,Bangalore,48
ORD108647,245.69,60,Italian,Lunch,Chennai,50
ORD108648,904.53,20,Indian,Dinner,Hyderabad,54
ORD108649,374.42,30,Chinese,Dinner,Hyderabad,31
ORD108650,356.8,20,Mexican,Breakfast,Delhi,43
ORD108651,583.4,60,Chinese,Lunch,Mumbai,22
ORD108652,389.17,60,Chinese,Lunch,Delhi,58
ORD108653,763.05,0,Fast Food,Lunch,Mumbai,30
ORD108654,540.04,30,Chinese,Lunch,Mumbai,57
ORD108655,621.36,30,Indian,Evening Snack,Delhi,50
ORD108656,714.03,0,Indian,Lunch,Mumbai,50
ORD108657,363.71,20,Indian,Lunch,Hyderabad,29
ORD108658,313.54,0,Continental,Lunch,Chennai,30
ORD108659,1074.44,45,Indian,Dinner,Bangalore,59
ORD108660,605.41,0,Mexican,Evening Snack,Mumbai,47
ORD108661,582.7,45,Indian,Lunch,Hyderabad,32
ORD108662,187.39,60,Fast Food,Dinner,Mumbai,55
ORD108663,672.88,0,Mexican,Lunch,Chennai,62
ORD108664,731.88,30,Fast Food,Lunch,Mumbai,49
ORD108665,736.78,30,Mexican,Breakfast,Hyderabad,51
ORD108666,892.38,60,Italian,Dinner,Bangalore,40
ORD108667,336.36,30,Continental,Lunch,Delhi,62
ORD108668,414.83,30,Fast Food,Lunch,Hyderabad,61
ORD108669,1001.27,60,Indian,Dinner,Mumbai,45
ORD108670,1144.53,0,Fast Food,Lunch,Bangalore,17
ORD108671,292.73,20,Chinese,Lunch,Bangalore,51
ORD108672,672.53,45,Indian,Dinner,Delhi,35
ORD108673,374.89,0,Indian,Dinner,Delhi,51
ORD108674,213.08,60,Fast Food,Dinner,Chennai,31
ORD108675,491.78,30,Mexican,Breakfast,Mumbai,50
ORD108676,300.87,20,Fast Food,Lunch,Hyderabad,42
ORD108677,895.43,20,Italian,Lunch,Delhi,55
ORD108678,710.41,0,Fast Food,Evening Snack,Hyderabad,52
ORD108679,301.03,0,Chinese,Dinner,Mumbai,44
ORD108680,159.7,20,Fast Food,Evening Snack,Mumbai,52
ORD108681,998.56,45,Indian,Lunch,Mumbai,17
ORD108682,335.0,30,Fast Food,Lunch,Delhi,29
ORD108683,786.53,20,Chinese,Dinner,Mumbai,51
ORD108684,503.77,20,Chinese,Evening Snack,Delhi,44
ORD108685,764.76,0,Mexican,Lunch,Hyderabad,53
ORD108686,481.44,60,Mexican,Dinner,Bangalore,64
ORD108687,241.29,0,Italian,Dinner,Hyderabad,44
ORD108688,384.1,20,Mexican,Dinner,Chennai,40
ORD108689,347.46,30,Italian,Dinner,Delhi,52
ORD108690,599.42,30,Fast Food,Dinner,Mumbai,30
ORD108691,841.2,20,Italian,Dinner,Delhi,49
ORD108692,427.0,60,Italian,Evening Snack,Hyderabad,24
ORD108693,162.67,30,Italian,Lunch,Mumbai,52
ORD108694,694.88,20,Italian,Breakfast,Chennai,28
ORD108695,786.05,45,Mexican,Lunch,Bangalore,29
ORD108696,1161.01,0,Continental,Lunch,Bangalore,19
ORD108697,768.94,20,Chinese,Dinner,Delhi,44
ORD108698,644.73,45,Mexican,Evening Snack,Bangalore,51
ORD108699,752.07,60,Indian,Evening Snack,Chennai,36
ORD108700,1124.3,20,Continental,Evening Snack,Delhi,48
ORD108701,1019.8,0,Mexican,Dinner,Mumbai,58
ORD108702,489.13,30,Mexican,Lunch,Mumbai,33
ORD108703,399.12,60,Indian,Dinner,Mumbai,53
ORD108704,425.77,30,Continental,Evening Snack,Bangalore,26
ORD108705,679.64,30,Mexican,Breakfast,Bangalore,30
ORD108706,931.25,20,Continental,Lunch,Mumbai,16
ORD108707,678.38,30,Chinese,Breakfast,Chennai,37
ORD108708,221.19,45,Indian,Lunch,Mumbai,21
ORD108709,909.76,20,Mexican,Lunch,Chennai,49
ORD108710,996.27,20,Fast Food,Dinner,Chennai,57
ORD108711,453.97,20,Indian,Evening Snack,Chennai,50
ORD108712,847.33,20,Fast Food,Dinner,Mumbai,50
ORD108713,597.92,20,Chinese,Lunch,Mumbai,21
ORD108714,1083.58,0,Mexican,Dinner,Mumbai,29
ORD108715,1037.49,20,Indian,Evening Snack,Delhi,46
ORD108716,701.7,45,Italian,Lunch,Mumbai,31
ORD108717,876.08,20,Chinese,Dinner,Mumbai,48
ORD108718,1077.52,60,Continental,Lunch,Bangalore,17
ORD108719,670.5,30,Continental,Lunch,Chennai,43
ORD108720,478.91,20,Indian,Lunch,Delhi,39
ORD108721,941.35,20,Indian,Dinner,Bangalore,33
ORD108722,381.07,30,Chinese,Evening Snack,Delhi,15
ORD108723,557.96,20,Continental,Lunch,Bangalore,56
ORD108724,1059.01,60,Indian,Dinner,Mumbai,52
ORD108725,910.64,0,Italian,Dinner,Mumbai,60
ORD108726,574.0,0,Italian,Dinner,Hyderabad,52
ORD108727,375.48,20,Mexican,Lunch,Delhi,51
ORD108728,523.77,30,Fast Food,Dinner,Delhi,29
ORD108729,448.31,45,Mexican,Evening Snack,Chennai,53
ORD108730,334.89,0,Chinese,Breakfast,Delhi,56
ORD108731,930.5,30,Indian,Dinner,Hyderabad,57
ORD108732,414.67,0,Chinese,Dinner,Delhi,24
ORD108733,626.88,30,Chinese,Lunch,Mumbai,62
ORD108734,555.15,0,Fast Food,Lunch,Mumbai,60
ORD108735,1181.18,30,Italian,Lunch,Mumbai,62
ORD108736,560.65,30,Indian,Dinner,Delhi,64
ORD108737,233.98,0,Continental,Lunch,Bangalore,17
ORD108738,244.32,30,Italian,Dinner,Mumbai,50
ORD108739,770.29,30,Indian,Breakfast,Mumbai,47
ORD108740,779.33,30,Continental,Evening Snack,Mumbai,43
ORD108741,589.7,30,Fast Food,Dinner,Chennai,24
ORD108742,603.44,30,Continental,Dinner,Bangalore,19
ORD108743,206.63,30,Mexican,Evening Snack,Delhi,60
ORD108744,692.37,60,Continental,Dinner,Chennai,54
ORD108745,679.98,60,Italian,Breakfast,Chennai,50
ORD108746,307.03,30,Mexican,Evening Snack,Hyderabad,37
ORD108747,259.03,60,Chinese,Dinner,Delhi,50
ORD108748,279.75,60,Chinese,Lunch,Chennai,22
ORD108749,256.08,20,Continental,Lunch,Chennai,24
ORD108750,790.19,60,Fast Food,Breakfast,Mumbai,49
ORD108751,356.31,20,Continental,Dinner,Hyderabad,58
ORD108752,414.0,0,Italian,Dinner,Mumbai,55
ORD108753,332.25,60,Continental,Evening Snack,Hyderabad,64
ORD108754,1155.73,20,Fast Food,Breakfast,Mumbai,27
ORD108755,1047.35,30,Indian,Breakfast,Delhi,62
ORD108756,392.02,60,Fast Food,Lunch,Delhi,62
ORD108757,493.94,0,Italian,Breakfast,Chennai,40
ORD108758,370.39,20,Chinese,Evening Snack,Hyderabad,32
ORD108759,666.47,30,Mexican,Lunch,Mumbai,45
ORD108760,170.59,30,Continental,Lunch,Chennai,60
ORD108761,854.94,45,Continental,Lunch,Delhi,43
ORD108762,699.32,45,Mexican,Lunch,Delhi,57
ORD108763,1093.57,0,Mexican,Evening Snack,Chennai,15
ORD108764,322.61,20,Italian,Breakfast,Chennai,41
ORD108765,994.31,30,Italian,Lunch,Mumbai,42
ORD108766,981.56,30,Mexican,Breakfast,Chennai,57
ORD108767,283.54,20,Mexican,Dinner,Delhi,37
ORD108768,568.49,20,Continental,Lunch,Mumbai,57
ORD108769,328.66,20,Continental,Dinner,Delhi,29
ORD108770,417.46,45,Continental,Breakfast,Hyderabad,35
ORD108771,426.41,60,Indian,Dinner,Hyderabad,42
ORD108772,734.05,0,Indian,Lunch,Delhi,41
ORD108773,581.98,20,Chinese,Dinner,Mumbai,58
ORD108774,1145.12,20,Italian,Lunch,Delhi,26
ORD108775,282.69,60,Indian,Lunch,Chennai,18
ORD108776,1172.38,60,Italian,Breakfast,Hyderabad,42
ORD108777,392.17,30,Continental,Lunch,Bangalore,55
ORD108778,961.52,0,Mexican,Lunch,Chennai,55
ORD108779,505.92,0,Continental,Lunch,Bangalore,29
ORD108780,300.24,20,Mexican,Lunch,Delhi,59
ORD108781,1050.78,60,Mexican,Evening Snack,Bangalore,57
ORD108782,474.3,0,Chinese,Breakfast,Hyderabad,27
ORD108783,841.8,30,Italian,Dinner,Delhi,61
ORD108784,744.77,0,Mexican,Dinner,Hyderabad,63
ORD108785,645.34,30,Indian,Evening Snack,Chennai,55
ORD108786,670.61,30,Indian,Dinner,Hyderabad,56
ORD108787,918.85,30,Continental,Lunch,Hyderabad,24
ORD108788,242.16,30,Fast Food,Lunch,Bangalore,29
ORD108789,851.59,45,Continental,Breakfast,Bangalore,58
ORD108790,1090.6,20,Chinese,Evening Snack,Delhi,37
ORD108791,210.68,20,Chinese,Dinner,Mumbai,15
ORD108792,297.69,45,Continental,Lunch,Hyderabad,35
ORD108793,902.46,0,Chinese,Lunch,Hyderabad,36
ORD108794,609.15,30,Mexican,Dinner,Hyderabad,35
ORD108795,573.73,60,Continental,Lunch,Hyderabad,45
ORD108796,293.81,45,Chinese,Lunch,Bangalore,53
ORD108797,682.11,45,Indian,Lunch,Mumbai,64
ORD108798,282.87,0,Chinese,Evening Snack,Hyderabad,41
ORD108799,650.45,45,Continental,Evening Snack,Hyderabad,28
ORD108800,951.8,60,Indian,Dinner,Mumbai,15
ORD108801,421.18,30,Fast Food,Lunch,Mumbai,36
ORD108802,654.83,20,Fast Food,Evening Snack,Hyderabad,61
ORD108803,1191.62,20,Fast Food,Lunch,Mumbai,59
ORD108804,870.98,30,Mexican,Dinner,Mumbai,50
ORD108805,1033.42,45,Italian,Breakfast,Chennai,60
ORD108806,585.59,20,Chinese,Lunch,Mumbai,20
ORD108807,956.25,20,Fast Food,Dinner,Delhi,19
ORD108808,192.53,30,Chinese,Breakfast,Hyderabad,62
ORD108809,279.06,30,Italian,Dinner,Bangalore,49
ORD108810,363.22,30,Italian,Lunch,Delhi,31
ORD108811,572.05,20,Continental,Dinner,Chennai,22
ORD108812,1038.03,30,Mexican,Evening Snack,Chennai,26
ORD108813,513.58,0,Fast Food,Lunch,Delhi,56
