Order ID,Order Value,Delivery Fee,Cuisine,Meal Type,City,Time Taken for Delivery,Age Group,Restaurant Segment,Company Type,Customer Rating,Total Revenue
ORD113038,816.16,0,Continental,Lunch,Chennai,17,36-50,Premium,Corporate,5,816.16
ORD113039,1019.06,20,Indian,Breakfast,Bangalore,53,26-35,Premium,Corporate,1,1039.06
ORD113040,599.08,20,Fast Food,Lunch,Mumbai,24,36-50,Premium,Individual,4,619.08
ORD113041,823.18,30,Italian,Dinner,Mumbai,47,50+,Casual,Corporate,2,853.18
ORD113042,1151.25,20,Fast Food,Breakfast,Hyderabad,16,36-50,Premium,Corporate,5,1171.25
ORD113043,1031.61,0,Indian,Evening Snack,Hyderabad,41,18-25,Casual,Corporate,2,1031.61
ORD113044,597.3,20,Indian,Breakfast,Mumbai,46,26-35,Casual,Individual,2,617.3
ORD113045,826.95,30,Continental,Lunch,Mumbai,55,18-25,Fast-Food,Corporate,1,856.95
ORD113046,335.92,30,Mexican,Lunch,Delhi,52,50+,Fast-Food,Individual,1,365.92
ORD113047,738.55,0,Fast Food,Dinner,Bangalore,46,36-50,Premium,Corporate,2,738.55
ORD113048,1180.39,30,Indian,Dinner,Hyderabad,43,18-25,Casual,Corporate,2,1210.39
ORD113049,694.23,0,Fast Food,Breakfast,Bangalore,16,18-25,Casual,Corporate,5,694.23
ORD113050,1124.02,30,Italian,Lunch,Chennai,63,18-25,Casual,Corporate,1,1154.02
ORD113051,577.7,30,Chinese,Lunch,Hyderabad,55,18-25,Fast-Food,Individual,1,607.7
ORD113052,1198.79,20,Chinese,Lunch,Mumbai,25,50+,Fast-Food,Corporate,4,1218.79
ORD113053,758.18,0,Chinese,Evening Snack,Mumbai,45,50+,Fast-Food,Corporate,2,758.18
ORD113054,194.38,30,Fast Food,Evening Snack,Bangalore,60,36-50,Fast-Food,Individual,1,224.38
ORD113055,766.09,0,Indian,Lunch,Bangalore,44,36-50,Fast-Food,Corporate,2,766.09
ORD113056,438.3,45,Continental,Dinner,Delhi,22,26-35,Fast-Food,Individual,4,483.3
ORD113057,184.11,30,Indian,Lunch,Chennai,58,50+,Premium,Individual,1,214.11
ORD113058,1011.9,30,Chinese,Breakfast,Mumbai,40,18-25,Premium,Corporate,3,1041.9
ORD113059,439.52,30,Chinese,Lunch,Mumbai,53,18-25,Premium,Individual,1,469.52
ORD113060,986.38,0,Continental,Lunch,Chennai,39,26-35,Premium,Corporate,3,986.38
ORD113061,452.63,60,Indian,Lunch,Bangalore,27,18-25,Casual,Individual,4,512.63
ORD113062,354.04,45,Indian,Dinner,Bangalore,63,26-35,Fast-Food,Individual,1,399.04
ORD113063,1172.63,30,Indian,Dinner,Chennai,27,36-50,Fast-Food,Corporate,4,1202.63
ORD113064,529.73,30,Mexican,Breakfast,Bangalore,29,50+,Premium,Individual,4,559.73
ORD113065,781.45,30,Italian,Dinner,Delhi,47,26-35,Casual,Corporate,2,811.45
ORD113066,790.48,45,Continental,Breakfast,Chennai,29,18-25,Premium,Corporate,4,835.48
ORD113067,738.5,20,Continental,Dinner,Delhi,37,26-35,Fast-Food,Corporate,3,758.5
ORD113068,1110.43,20,Italian,Dinner,Mumbai,25,36-50,Premium,Corporate,4,1130.43
ORD113069,858.16,30,Indian,Lunch,Chennai,37,18-25,Casual,Corporate,3,888.16
ORD113070,573.92,30,Continental,Lunch,Bangalore,41,36-50,Fast-Food,Individual,2,603.92
ORD113071,1055.5,30,Mexican,Breakfast,Delhi,22,36-50,Casual,Corporate,4,1085.5
ORD113072,340.12,20,Indian,Evening Snack,Chennai,52,26-35,Premium,Individual,1,360.12
ORD113073,721.45,60,Chinese,Lunch,Mumbai,24,36-50,Fast-Food,Corporate,4,781.45
ORD113074,1148.08,20,Continental,Lunch,Bangalore,32,18-25,Casual,Corporate,3,1168.08
ORD113075,806.67,30,Mexican,Evening Snack,Mumbai,34,36-50,Casual,Corporate,3,836.67
ORD113076,1007.82,20,Mexican,Evening Snack,Bangalore,45,36-50,Casual,Corporate,2,1027.8200000000002
ORD113077,836.24,20,Mexican,Dinner,Chennai,25,26-35,Fast-Food,Corporate,4,856.24
ORD113078,1031.34,30,Chinese,Lunch,Delhi,15,36-50,Fast-Food,Corporate,5,1061.34
ORD113079,1141.71,45,Fast Food,Breakfast,Bangalore,33,50+,Premium,Corporate,3,1186.71
ORD113080,436.57,60,Italian,Breakfast,Bangalore,17,26-35,Premium,Individual,5,496.57
ORD113081,328.14,0,Chinese,Lunch,Bangalore,50,26-35,Fast-Food,Individual,2,328.14
ORD113082,658.19,45,Mexican,Evening Snack,Hyderabad,35,18-25,Casual,Individual,3,703.19
ORD113083,886.96,30,Indian,Dinner,Hyderabad,33,18-25,Fast-Food,Corporate,3,916.96
ORD113084,388.55,0,Mexican,Breakfast,Bangalore,44,18-25,Fast-Food,Individual,2,388.55
ORD113085,154.31,30,Chinese,Breakfast,Bangalore,54,18-25,Fast-Food,Individual,1,184.31
ORD113086,510.08,20,Chinese,Dinner,Hyderabad,63,50+,Fast-Food,Individual,1,530.0799999999999
ORD113087,1167.3,45,Chinese,Breakfast,Hyderabad,37,26-35,Premium,Corporate,3,1212.3
ORD113088,879.72,0,Chinese,Lunch,Hyderabad,31,36-50,Premium,Corporate,3,879.72
ORD113089,571.39,30,Mexican,Breakfast,Hyderabad,18,18-25,Casual,Individual,5,601.39
ORD113090,352.2,20,Chinese,Breakfast,Delhi,32,18-25,Fast-Food,Individual,3,372.2
ORD113091,523.89,20,Chinese,Dinner,Mumbai,22,18-25,Fast-Food,Individual,4,543.89
ORD113092,328.33,0,Mexican,Dinner,Bangalore,31,36-50,Premium,Individual,3,328.33
ORD113093,261.62,20,Continental,Dinner,Bangalore,22,18-25,Premium,Individual,4,281.62
ORD113094,1102.08,20,Fast Food,Lunch,Delhi,45,36-50,Fast-Food,Corporate,2,1122.08
ORD113095,1197.53,0,Mexican,Dinner,Bangalore,21,26-35,Premium,Corporate,4,1197.53
ORD113096,322.32,20,Fast Food,Lunch,Chennai,56,26-35,Fast-Food,Individual,1,342.32
ORD113097,207.25,20,Indian,Lunch,Mumbai,36,26-35,Casual,Individual,3,227.25
ORD113098,496.22,45,Italian,Dinner,Chennai,17,50+,Casual,Individual,5,541.22
ORD113099,634.74,60,Fast Food,Lunch,Hyderabad,54,36-50,Casual,Individual,1,694.74
ORD113100,365.06,30,Continental,Lunch,Chennai,30,18-25,Fast-Food,Individual,4,395.06
ORD113101,466.5,20,Indian,Lunch,Hyderabad,21,18-25,Premium,Individual,4,486.5
ORD113102,360.91,60,Mexican,Lunch,Mumbai,61,18-25,Casual,Individual,1,420.91
ORD113103,962.97,60,Continental,Breakfast,Delhi,60,18-25,Fast-Food,Corporate,1,1022.97
ORD113104,898.21,0,Indian,Dinner,Hyderabad,25,50+,Casual,Corporate,4,898.21
ORD113105,816.7,30,Mexican,Dinner,Mumbai,57,18-25,Casual,Corporate,1,846.7
ORD113106,556.58,45,Indian,Breakfast,Bangalore,62,50+,Premium,Individual,1,601.58
ORD113107,1104.49,45,Chinese,Breakfast,Delhi,17,36-50,Fast-Food,Corporate,5,1149.49
ORD113108,1168.01,30,Chinese,Evening Snack,Delhi,40,26-35,Premium,Corporate,3,1198.01
ORD113109,332.32,20,Italian,Dinner,Hyderabad,22,18-25,Premium,Individual,4,352.32
ORD113110,384.16,20,Fast Food,Lunch,Delhi,21,26-35,Premium,Individual,4,404.16
ORD113111,701.91,45,Indian,Evening Snack,Hyderabad,39,36-50,Casual,Corporate,3,746.91
ORD113112,245.81,20,Mexican,Dinner,Chennai,34,36-50,Casual,Individual,3,265.81
ORD113113,608.27,20,Indian,Dinner,Delhi,60,18-25,Casual,Individual,1,628.27
ORD113114,760.88,30,Indian,Dinner,Delhi,28,36-50,Fast-Food,Corporate,4,790.88
ORD113115,698.18,45,Chinese,Dinner,Delhi,38,26-35,Premium,Corporate,3,743.18
ORD113116,497.45,20,Mexican,Evening Snack,Chennai,51,18-25,Casual,Individual,1,517.45
ORD113117,719.57,30,Mexican,Dinner,Chennai,51,50+,Premium,Corporate,1,749.57
ORD113118,1156.74,20,Mexican,Evening Snack,Mumbai,18,18-25,Premium,Corporate,5,1176.74
ORD113119,366.32,45,Indian,Evening Snack,Mumbai,47,26-35,Premium,Individual,2,411.32
ORD113120,837.57,30,Italian,Lunch,Hyderabad,61,18-25,Premium,Corporate,1,867.57
ORD113121,195.57,45,Continental,Lunch,Hyderabad,34,18-25,Premium,Individual,3,240.57
ORD113122,219.74,0,Continental,Lunch,Bangalore,50,26-35,Casual,Individual,2,219.74
ORD113123,729.42,20,Continental,Dinner,Bangalore,18,18-25,Fast-Food,Corporate,5,749.42
ORD113124,260.19,0,Chinese,Lunch,Delhi,31,18-25,Fast-Food,Individual,3,260.19
ORD113125,173.46,30,Continental,Dinner,Hyderabad,56,26-35,Fast-Food,Individual,1,203.46
ORD113126,330.09,20,Continental,Dinner,Hyderabad,15,36-50,Fast-Food,Individual,5,350.09
ORD113127,743.09,30,Indian,Evening Snack,Delhi,60,26-35,Premium,Corporate,1,773.09
ORD113128,888.51,0,Mexican,Dinner,Chennai,22,18-25,Casual,Corporate,4,888.51
ORD113129,362.6,30,Mexican,Dinner,Mumbai,64,50+,Casual,Individual,1,392.6
ORD113130,851.67,0,Indian,Evening Snack,Delhi,42,50+,Premium,Corporate,2,851.67
ORD113131,341.6,30,Italian,Dinner,Delhi,47,26-35,Premium,Individual,2,371.6
ORD113132,794.13,30,Indian,Dinner,Bangalore,37,50+,Casual,Corporate,3,824.13
ORD113133,582.56,20,Italian,Lunch,Bangalore,17,18-25,Casual,Individual,5,602.56
ORD113134,836.49,20,Fast Food,Evening Snack,Delhi,20,18-25,Fast-Food,Corporate,4,856.49
ORD113135,1194.81,0,Mexican,Dinner,Hyderabad,37,26-35,Fast-Food,Corporate,3,1194.81
ORD113136,1134.71,30,Chinese,Dinner,Mumbai,21,18-25,Fast-Food,Corporate,4,1164.71
ORD113137,154.5,45,Fast Food,Evening Snack,Chennai,51,36-50,Casual,Individual,1,199.5
ORD113138,1079.71,30,Indian,Dinner,Hyderabad,31,18-25,Fast-Food,Corporate,3,1109.71
ORD113139,219.82,45,Chinese,Lunch,Delhi,29,26-35,Casual,Individual,4,264.82
ORD113140,1150.7,60,Indian,Breakfast,Hyderabad,28,36-50,Casual,Corporate,4,1210.7
ORD113141,445.92,20,Continental,Dinner,Delhi,53,36-50,Premium,Individual,1,465.92
ORD113142,551.14,30,Mexican,Breakfast,Hyderabad,58,50+,Casual,Individual,1,581.14
ORD113143,246.22,20,Italian,Dinner,Delhi,45,18-25,Premium,Individual,2,266.22
ORD113144,267.89,60,Mexican,Dinner,Delhi,56,26-35,Premium,Individual,1,327.89
ORD113145,913.08,30,Mexican,Evening Snack,Delhi,24,50+,Casual,Corporate,4,943.08
ORD113146,1141.55,30,Continental,Dinner,Mumbai,49,50+,Casual,Corporate,2,1171.55
ORD113147,791.29,0,Indian,Evening Snack,Bangalore,57,18-25,Fast-Food,Corporate,1,791.29
ORD113148,901.64,30,Fast Food,Evening Snack,Hyderabad,33,18-25,Casual,Corporate,3,931.64
ORD113149,950.07,30,Fast Food,Lunch,Hyderabad,38,26-35,Fast-Food,Corporate,3,980.07
ORD113150,425.95,20,Indian,Breakfast,Hyderabad,16,50+,Fast-Food,Individual,5,445.95
ORD113151,197.49,0,Italian,Lunch,Hyderabad,54,26-35,Casual,Individual,1,197.49
ORD113152,151.97,30,Continental,Dinner,Delhi,22,50+,Fast-Food,Individual,4,181.97
ORD113153,518.18,20,Chinese,Lunch,Chennai,62,50+,Premium,Individual,1,538.18
ORD113154,403.54,20,Fast Food,Dinner,Mumbai,58,50+,Premium,Individual,1,423.54
ORD113155,215.43,30,Italian,Lunch,Hyderabad,51,18-25,Casual,Individual,1,245.43
ORD113156,338.5,0,Chinese,Lunch,Delhi,64,50+,Casual,Individual,1,338.5
ORD113157,280.72,0,Chinese,Lunch,Mumbai,61,50+,Casual,Individual,1,280.72
ORD113158,1110.62,60,Continental,Dinner,Mumbai,29,50+,Premium,Corporate,4,1170.62
ORD113159,297.28,20,Indian,Dinner,Hyderabad,38,36-50,Fast-Food,Individual,3,317.28
ORD113160,714.53,20,Mexican,Dinner,Mumbai,57,18-25,Premium,Corporate,1,734.53
ORD113161,772.76,0,Chinese,Evening Snack,Chennai,43,36-50,Fast-Food,Corporate,2,772.76
ORD113162,720.66,0,Mexican,Lunch,Mumbai,22,18-25,Fast-Food,Corporate,4,720.66
ORD113163,254.01,20,Indian,Dinner,Bangalore,34,26-35,Casual,Individual,3,274.01
ORD113164,484.74,20,Mexican,Lunch,Mumbai,55,36-50,Casual,Individual,1,504.74
ORD113165,203.83,20,Chinese,Lunch,Bangalore,45,26-35,Casual,Individual,2,223.83
ORD113166,565.45,30,Continental,Breakfast,Delhi,56,50+,Premium,Individual,1,595.45
ORD113167,348.03,30,Fast Food,Dinner,Delhi,17,26-35,Premium,Individual,5,378.03
ORD113168,739.71,20,Continental,Lunch,Hyderabad,60,26-35,Premium,Corporate,1,759.71
ORD113169,877.45,45,Italian,Dinner,Mumbai,64,26-35,Casual,Corporate,1,922.45
ORD113170,708.73,45,Fast Food,Dinner,Hyderabad,45,26-35,Casual,Corporate,2,753.73
ORD113171,605.95,30,Chinese,Breakfast,Chennai,54,18-25,Fast-Food,Individual,1,635.95
ORD113172,556.7,0,Italian,Dinner,Mumbai,15,36-50,Fast-Food,Individual,5,556.7
ORD113173,1033.78,20,Mexican,Dinner,Mumbai,23,18-25,Casual,Corporate,4,1053.78
ORD113174,380.34,30,Italian,Lunch,Delhi,35,18-25,Premium,Individual,3,410.34
ORD113175,920.93,0,Indian,Lunch,Bangalore,29,18-25,Casual,Corporate,4,920.93
ORD113176,945.36,0,Indian,Dinner,Chennai,20,26-35,Premium,Corporate,4,945.36
ORD113177,590.16,60,Continental,Lunch,Bangalore,62,18-25,Casual,Individual,1,650.16
ORD113178,462.17,30,Italian,Dinner,Bangalore,33,36-50,Casual,Individual,3,492.17
ORD113179,644.07,0,Chinese,Breakfast,Bangalore,61,18-25,Fast-Food,Individual,1,644.07
ORD113180,247.87,20,Continental,Lunch,Bangalore,41,50+,Premium,Individual,2,267.87
ORD113181,198.23,0,Mexican,Evening Snack,Chennai,18,26-35,Premium,Individual,5,198.23
ORD113182,267.18,0,Fast Food,Evening Snack,Delhi,33,50+,Casual,Individual,3,267.18
ORD113183,346.5,20,Mexican,Lunch,Chennai,26,36-50,Fast-Food,Individual,4,366.5
ORD113184,679.39,30,Continental,Breakfast,Bangalore,42,36-50,Casual,Corporate,2,709.39
ORD113185,1041.59,60,Indian,Evening Snack,Chennai,19,36-50,Casual,Corporate,5,1101.59
ORD113186,397.42,30,Indian,Evening Snack,Mumbai,56,36-50,Premium,Individual,1,427.42
ORD113187,1131.92,20,Mexican,Lunch,Bangalore,60,18-25,Casual,Corporate,1,1151.92
ORD113188,1152.65,20,Indian,Dinner,Hyderabad,52,26-35,Fast-Food,Corporate,1,1172.65
ORD113189,1156.85,30,Mexican,Lunch,Chennai,58,36-50,Casual,Corporate,1,1186.85
ORD113190,1029.44,0,Fast Food,Breakfast,Chennai,55,50+,Fast-Food,Corporate,1,1029.44
ORD113191,532.02,45,Indian,Dinner,Mumbai,58,36-50,Premium,Individual,1,577.02
ORD113192,226.32,0,Fast Food,Dinner,Bangalore,51,26-35,Premium,Individual,1,226.32
ORD113193,747.26,20,Mexican,Dinner,Mumbai,49,50+,Casual,Corporate,2,767.26
ORD113194,736.62,30,Mexican,Lunch,Hyderabad,59,50+,Fast-Food,Corporate,1,766.62
ORD113195,1042.47,0,Fast Food,Lunch,Delhi,56,50+,Premium,Corporate,1,1042.47
ORD113196,1195.79,30,Mexican,Breakfast,Delhi,46,18-25,Fast-Food,Corporate,2,1225.79
ORD113197,683.57,60,Indian,Dinner,Bangalore,60,36-50,Premium,Corporate,1,743.57
ORD113198,512.46,30,Chinese,Dinner,Hyderabad,61,18-25,Premium,Individual,1,542.46
ORD113199,345.2,45,Mexican,Dinner,Chennai,39,50+,Fast-Food,Individual,3,390.2
ORD113200,155.04,20,Fast Food,Dinner,Bangalore,27,18-25,Fast-Food,Individual,4,175.04
ORD113201,684.57,20,Indian,Breakfast,Bangalore,25,18-25,Fast-Food,Corporate,4,704.57
ORD113202,733.29,20,Chinese,Lunch,Bangalore,18,18-25,Premium,Corporate,5,753.29
ORD113203,1016.19,30,Fast Food,Evening Snack,Hyderabad,57,36-50,Fast-Food,Corporate,1,1046.19
ORD113204,679.81,30,Mexican,Lunch,Delhi,27,50+,Casual,Corporate,4,709.81
ORD113205,1112.29,20,Chinese,Breakfast,Hyderabad,34,50+,Fast-Food,Corporate,3,1132.29
ORD113206,809.49,0,Italian,Breakfast,Chennai,28,36-50,Premium,Corporate,4,809.49
ORD113207,1032.35,30,Mexican,Lunch,Delhi,51,18-25,Fast-Food,Corporate,1,1062.35
ORD113208,305.72,30,Mexican,Dinner,Mumbai,40,18-25,Fast-Food,Individual,3,335.72
ORD113209,1048.1,0,Indian,Dinner,Delhi,16,26-35,Fast-Food,Corporate,5,1048.1
ORD113210,858.9,30,Italian,Dinner,Delhi,60,26-35,Casual,Corporate,1,888.9
ORD113211,328.74,45,Indian,Breakfast,Bangalore,44,26-35,Premium,Individual,2,373.74
ORD113212,349.25,0,Continental,Dinner,Mumbai,17,36-50,Casual,Individual,5,349.25
ORD113213,1122.83,20,Fast Food,Breakfast,Mumbai,38,50+,Casual,Corporate,3,1142.83
ORD113214,183.83,45,Italian,Dinner,Chennai,38,26-35,Premium,Individual,3,228.83
ORD113215,635.66,20,Fast Food,Lunch,Mumbai,20,50+,Premium,Individual,4,655.66
ORD113216,479.15,45,Mexican,Lunch,Bangalore,30,50+,Fast-Food,Individual,4,524.15
ORD113217,848.33,20,Fast Food,Dinner,Chennai,57,50+,Premium,Corporate,1,868.33
ORD113218,1031.61,0,Fast Food,Dinner,Chennai,39,36-50,Fast-Food,Corporate,3,1031.61
ORD113219,528.4,0,Mexican,Evening Snack,Hyderabad,15,36-50,Casual,Individual,5,528.4
ORD113220,598.25,60,Fast Food,Dinner,Bangalore,40,36-50,Fast-Food,Individual,3,658.25
ORD113221,1181.01,0,Mexican,Lunch,Delhi,27,36-50,Premium,Corporate,4,1181.01
ORD113222,973.11,45,Italian,Lunch,Mumbai,17,26-35,Fast-Food,Corporate,5,1018.11
ORD113223,1092.06,20,Mexican,Evening Snack,Chennai,39,18-25,Casual,Corporate,3,1112.06
ORD113224,610.7,0,Fast Food,Lunch,Hyderabad,23,18-25,Premium,Individual,4,610.7
ORD113225,395.78,20,Fast Food,Breakfast,Hyderabad,51,18-25,Premium,Individual,1,415.78
ORD113226,582.46,30,Continental,Breakfast,Mumbai,21,26-35,Fast-Food,Individual,4,612.46
ORD113227,901.9,0,Fast Food,Dinner,Chennai,23,18-25,Fast-Food,Corporate,4,901.9
ORD113228,264.9,60,Chinese,Dinner,Mumbai,57,26-35,Fast-Food,Individual,1,324.9
ORD113229,433.99,45,Italian,Dinner,Chennai,57,26-35,Casual,Individual,1,478.99
ORD113230,198.97,0,Chinese,Breakfast,Delhi,64,26-35,Casual,Individual,1,198.97
ORD113231,603.97,30,Indian,Lunch,Chennai,44,18-25,Premium,Individual,2,633.97
ORD113232,1018.82,20,Indian,Dinner,Hyderabad,28,50+,Premium,Corporate,4,1038.8200000000002
ORD113233,175.9,60,Italian,Lunch,Chennai,47,18-25,Casual,Individual,2,235.9
ORD113234,859.09,0,Mexican,Breakfast,Hyderabad,16,18-25,Fast-Food,Corporate,5,859.09
ORD113235,1129.12,20,Indian,Dinner,Chennai,54,36-50,Fast-Food,Corporate,1,1149.12
ORD113236,398.77,20,Indian,Lunch,Bangalore,17,26-35,Casual,Individual,5,418.77
ORD113237,878.32,30,Fast Food,Evening Snack,Mumbai,37,50+,Fast-Food,Corporate,3,908.32
ORD113238,1173.86,0,Continental,Breakfast,Mumbai,33,36-50,Casual,Corporate,3,1173.86
ORD113239,1160.39,30,Indian,Lunch,Bangalore,57,50+,Fast-Food,Corporate,1,1190.39
ORD113240,396.68,60,Indian,Dinner,Delhi,64,50+,Fast-Food,Individual,1,456.68
ORD113241,255.35,20,Indian,Breakfast,Delhi,51,26-35,Premium,Individual,1,275.35
ORD113242,305.7,20,Mexican,Dinner,Hyderabad,40,18-25,Fast-Food,Individual,3,325.7
ORD113243,887.14,20,Indian,Lunch,Chennai,17,26-35,Fast-Food,Corporate,5,907.14
ORD113244,912.05,20,Italian,Lunch,Mumbai,43,26-35,Casual,Corporate,2,932.05
ORD113245,857.95,20,Fast Food,Lunch,Mumbai,25,36-50,Casual,Corporate,4,877.95
ORD113246,502.88,20,Mexican,Breakfast,Delhi,37,26-35,Casual,Individual,3,522.88
ORD113247,328.27,60,Continental,Lunch,Hyderabad,19,18-25,Casual,Individual,5,388.27
ORD113248,759.8,0,Fast Food,Dinner,Mumbai,43,50+,Fast-Food,Corporate,2,759.8
ORD113249,657.86,20,Indian,Dinner,Mumbai,44,26-35,Casual,Individual,2,677.86
ORD113250,915.28,20,Mexican,Lunch,Mumbai,34,50+,Premium,Corporate,3,935.28
ORD113251,613.43,30,Fast Food,Evening Snack,Mumbai,44,26-35,Casual,Individual,2,643.43
ORD113252,505.57,0,Mexican,Evening Snack,Chennai,54,50+,Fast-Food,Individual,1,505.57
ORD113253,458.15,60,Fast Food,Dinner,Chennai,61,26-35,Premium,Individual,1,518.15
ORD113254,372.04,30,Fast Food,Evening Snack,Mumbai,28,36-50,Fast-Food,Individual,4,402.04
ORD113255,429.03,45,Indian,Dinner,Mumbai,51,50+,Premium,Individual,1,474.03
ORD113256,249.57,20,Continental,Dinner,Delhi,20,26-35,Premium,Individual,4,269.57
ORD113257,514.2,0,Indian,Lunch,Mumbai,37,26-35,Premium,Individual,3,514.2
ORD113258,188.4,0,Indian,Evening Snack,Delhi,47,36-50,Fast-Food,Individual,2,188.4
ORD113259,345.73,20,Italian,Lunch,Bangalore,59,36-50,Premium,Individual,1,365.73
ORD113260,934.11,0,Mexican,Evening Snack,Chennai,33,36-50,Fast-Food,Corporate,3,934.11
ORD113261,491.74,30,Chinese,Lunch,Bangalore,56,50+,Premium,Individual,1,521.74
ORD113262,851.65,30,Continental,Dinner,Hyderabad,36,50+,Casual,Corporate,3,881.65
ORD113263,902.73,30,Continental,Lunch,Mumbai,37,36-50,Casual,Corporate,3,932.73
ORD113264,760.24,45,Mexican,Lunch,Chennai,47,18-25,Premium,Corporate,2,805.24
ORD113265,1156.63,30,Chinese,Evening Snack,Bangalore,22,18-25,Premium,Corporate,4,1186.63
ORD113266,172.51,20,Chinese,Dinner,Delhi,28,26-35,Casual,Individual,4,192.51
ORD113267,925.59,30,Chinese,Dinner,Bangalore,44,18-25,Casual,Corporate,2,955.59
ORD113268,1156.73,0,Mexican,Breakfast,Hyderabad,46,26-35,Fast-Food,Corporate,2,1156.73
ORD113269,1055.39,30,Fast Food,Breakfast,Chennai,46,50+,Casual,Corporate,2,1085.39
ORD113270,326.29,30,Indian,Evening Snack,Mumbai,28,50+,Fast-Food,Individual,4,356.29
ORD113271,493.16,30,Fast Food,Dinner,Delhi,62,18-25,Premium,Individual,1,523.1600000000001
ORD113272,331.07,20,Continental,Dinner,Hyderabad,56,50+,Fast-Food,Individual,1,351.07
ORD113273,781.37,0,Chinese,Lunch,Bangalore,24,36-50,Premium,Corporate,4,781.37
ORD113274,897.8,30,Fast Food,Breakfast,Bangalore,29,36-50,Fast-Food,Corporate,4,927.8
ORD113275,482.93,30,Indian,Dinner,Delhi,50,18-25,Fast-Food,Individual,2,512.9300000000001
ORD113276,716.48,60,Continental,Evening Snack,Mumbai,53,18-25,Fast-Food,Corporate,1,776.48
ORD113277,875.47,0,Continental,Lunch,Delhi,15,26-35,Premium,Corporate,5,875.47
ORD113278,592.41,30,Italian,Dinner,Delhi,17,50+,Premium,Individual,5,622.41
ORD113279,1046.72,30,Chinese,Breakfast,Mumbai,48,26-35,Fast-Food,Corporate,2,1076.72
ORD113280,960.13,0,Mexican,Dinner,Mumbai,56,26-35,Premium,Corporate,1,960.13
ORD113281,217.9,30,Indian,Lunch,Delhi,40,36-50,Fast-Food,Individual,3,247.9
ORD113282,802.18,0,Chinese,Dinner,Bangalore,21,36-50,Premium,Corporate,4,802.18
ORD113283,397.09,30,Mexican,Breakfast,Hyderabad,53,36-50,Fast-Food,Individual,1,427.09
ORD113284,735.39,30,Indian,Evening Snack,Delhi,50,36-50,Casual,Corporate,2,765.39
ORD113285,1154.73,30,Indian,Evening Snack,Bangalore,23,26-35,Casual,Corporate,4,1184.73
ORD113286,1073.02,0,Mexican,Lunch,Chennai,50,36-50,Fast-Food,Corporate,2,1073.02
ORD113287,574.74,60,Mexican,Lunch,Chennai,39,50+,Premium,Individual,3,634.74
ORD113288,456.09,45,Chinese,Lunch,Bangalore,56,36-50,Fast-Food,Individual,1,501.09
ORD113289,396.13,60,Continental,Lunch,Chennai,38,36-50,Casual,Individual,3,456.13
ORD113290,709.14,20,Indian,Evening Snack,Chennai,37,36-50,Casual,Corporate,3,729.14
ORD113291,269.96,20,Continental,Lunch,Hyderabad,59,18-25,Fast-Food,Individual,1,289.96
ORD113292,726.74,0,Chinese,Evening Snack,Mumbai,59,50+,Casual,Corporate,1,726.74
ORD113293,151.4,0,Continental,Breakfast,Hyderabad,36,50+,Fast-Food,Individual,3,151.4
ORD113294,490.04,0,Fast Food,Evening Snack,Chennai,53,26-35,Casual,Individual,1,490.04
ORD113295,380.93,30,Chinese,Dinner,Hyderabad,43,26-35,Premium,Individual,2,410.93
ORD113296,1169.78,20,Fast Food,Dinner,Hyderabad,31,36-50,Premium,Corporate,3,1189.78
ORD113297,913.6,30,Fast Food,Dinner,Mumbai,34,18-25,Premium,Corporate,3,943.6
ORD113298,517.14,30,Fast Food,Lunch,Mumbai,51,26-35,Fast-Food,Individual,1,547.14
ORD113299,247.49,60,Mexican,Lunch,Hyderabad,25,26-35,Fast-Food,Individual,4,307.49
ORD113300,692.64,45,Italian,Lunch,Delhi,35,36-50,Premium,Corporate,3,737.64
ORD113301,374.12,30,Mexican,Lunch,Chennai,39,36-50,Premium,Individual,3,404.12
ORD113302,713.25,45,Chinese,Evening Snack,Delhi,43,26-35,Premium,Corporate,2,758.25
ORD113303,1027.13,0,Italian,Lunch,Hyderabad,16,26-35,Casual,Corporate,5,1027.13
ORD113304,796.58,0,Indian,Evening Snack,Hyderabad,48,50+,Premium,Corporate,2,796.58
ORD113305,815.48,20,Chinese,Dinner,Hyderabad,34,18-25,Casual,Corporate,3,835.48
ORD113306,718.08,30,Italian,Lunch,Hyderabad,27,50+,Premium,Corporate,4,748.08
ORD113307,1123.63,30,Continental,Lunch,Hyderabad,40,26-35,Fast-Food,Corporate,3,1153.63
ORD113308,1128.5,20,Italian,Evening Snack,Bangalore,38,50+,Premium,Corporate,3,1148.5
ORD113309,688.36,60,Fast Food,Dinner,Bangalore,46,50+,Casual,Corporate,2,748.36
ORD113310,471.05,45,Indian,Evening Snack,Mumbai,21,26-35,Premium,Individual,4,516.05
ORD113311,632.57,0,Mexican,Dinner,Delhi,60,36-50,Casual,Individual,1,632.57
ORD113312,345.89,20,Fast Food,Breakfast,Delhi,30,26-35,Premium,Individual,4,365.89
ORD113313,818.16,60,Fast Food,Dinner,Bangalore,46,36-50,Casual,Corporate,2,878.16
ORD113314,675.1,20,Continental,Lunch,Mumbai,25,26-35,Casual,Corporate,4,695.1
ORD113315,258.47,20,Mexican,Lunch,Bangalore,46,26-35,Premium,Individual,2,278.47
ORD113316,357.53,20,Indian,Dinner,Chennai,45,26-35,Premium,Individual,2,377.53
